product_name,sentiment,brewing_method,review_text,date,tasting_notes
Sumatra,liked,Drip,"Solid brew, well balanced",04/07/2022,"Smoke, Tobacco, Mulled Cider"
Sumatra,disliked,Drip,was wrong. My algorithm is for ground and this was whole bean. Photos:,03/10/2022,"Smoke, Tobacco, Mulled Cider"
Coffeehouse Blend,disliked,Pour Over,"I had it, it tasted exactly like cherry fudge, so good! This time I couldn’t wait to finish it. Pretty bad unfortunately",11/07/2022,"Cherry, Fudge"
Coffeehouse Blend,liked,French Press,Nice and smooth.,05/24/2022,"Cherry, Fudge"
Coffeehouse Blend,liked,Drip,Really balanced. Baker’s chocolate and just enough spice. Best so far.,05/18/2022,"Cherry, Fudge"
Costa Rica El Cedral,liked,Aeropress,"Definitely had some of the complexity I like to find in a roast. Not amazing, and maybe a little too floral? Will have to revisit. Still not convinced it is worth the price.",04/27/2022,"Apple, Ginger"
Espresso Classico,liked,Superautomatic Espresso Machine,Wish I had tried this one sooner. Might be my new go-to!,06/25/2023,"Nutella, Toast"
Espresso Classico,liked,Espresso Machine,,07/26/2022,"Nutella, Toast"
Espresso Classico,disliked,Espresso Machine,"Pretty lackluster, doesn't have much to offer. Just tastes like coffee, no special flavors.",06/28/2022,"Nutella, Toast"
Espresso Classico,liked,Espresso Machine,Great taste,03/30/2022,"Nutella, Toast"
Espresso Classico,liked,Espresso Machine,Super rich and complex,03/02/2022,"Nutella, Toast"
Nor'Wester,liked,Pour Over,"Delicious as an iced or hot pour-over. Strong, full flavors. Great with oat milk.",04/10/2024,"Malt, Chocolate, Cherry, Maple Syrup"
Pacific Decaf,liked,Espresso Machine,"Full bodied dark flavors, light acidity but otherwise a full pallet experience",04/06/2022,Bittersweet Chocolate
Diner Blend,disliked,K-Cups,Burnt taste. Not very aromatic.,06/26/2022,
Decaf Asterisk,liked,Pour Over,"chocolatey with a bit of acidity on the finish. I had to grind coarser than expected but once dialed in, it has become a favorite.",01/15/2026,"Milk Chocolate, Caramel, Marshmallow"
Decaf Asterisk,liked,French Press,"Our family’s favorite decaf bean, great in a French press, Aeropress, drip.",09/12/2024,"Milk Chocolate, Caramel, Marshmallow"
Decaf Asterisk,liked,Moca Pot,"A bit light for my taste, but the flavor is good",03/02/2023,"Milk Chocolate, Caramel, Marshmallow"
Decaf Asterisk,liked,Moccamaster,,11/15/2022,"Milk Chocolate, Caramel, Marshmallow"
Decaf Asterisk,disliked,Moccamaster,Just not my preference.,07/28/2022,"Milk Chocolate, Caramel, Marshmallow"
Organic Sumatra Gayo River,disliked,Moccamaster,,08/19/2022,"Nougat, Brown Sugar, Almond, Roasted Nut"
Organic Sumatra Gayo River,disliked,Drip,Just bad. Many of the beans are not whole and the roaster crushed them.,03/20/2022,"Nougat, Brown Sugar, Almond, Roasted Nut"
Struttura,liked,Espresso Machine,,10/13/2025,"Dark Chocolate, Plum, Molasses"
Struttura,liked,Espresso Machine,Produces an exceptionally sweet and full bodied shot. Goes well with milk without losing flavor.,01/31/2024,"Dark Chocolate, Plum, Molasses"
Struttura,liked,Pour Over,Around an 11~ on a Baratza Encore (grind setting). 1:16ish. Super good.,01/24/2024,"Dark Chocolate, Plum, Molasses"
Sun Bear,liked,Pour Over,,07/14/2022,"Chocolate, Berry, Grape"
Sun Bear,liked,Moccamaster,So smooth and delish!,05/12/2022,"Chocolate, Berry, Grape"
Bright Blend,liked,Pour Over,"leaving reviews where I ""dislike"" something - but I do it for the algorithm. This is NOT a bad coffee. Full stop. It's just not my style. It's too clean, too bright, and just not sweet and fruity enough for an anaerobic natural process nut job like me.",05/22/2023,"Berry, Flowers, Citrus, Tropical Fruit"
Bright Blend,liked,French Press,This has been my favorite so far and that is saying a lot. It is so smooth and tastes perfect.,07/25/2022,"Berry, Flowers, Citrus, Tropical Fruit"
Bright Blend,liked,Drip,Nice and bright with a clean after taste.,06/07/2022,"Berry, Flowers, Citrus, Tropical Fruit"
Bright Blend,liked,French Press,This is so light and delicious. Not bitter. Very smooth and well balanced.,06/05/2022,"Berry, Flowers, Citrus, Tropical Fruit"
Bright Blend,liked,Pour Over,Cureig pour over,05/31/2022,"Berry, Flowers, Citrus, Tropical Fruit"
Bright Blend,liked,Pour Over,I love this coffee. It has a very classic taste and no bitterness,05/28/2022,"Berry, Flowers, Citrus, Tropical Fruit"
Bright Blend,liked,Pour Over,Great balance with bright notes. Can't go wrong with this one.,05/22/2022,"Berry, Flowers, Citrus, Tropical Fruit"
Big Band Blend,liked,French Press,"Damn. If you like Dark roast, like dark dark, this is the f@#%ing coffee",07/10/2023,"Almond, Chocolate"
Big Band Blend,liked,French Press,Great flavor and smell. Will order again,10/01/2022,"Almond, Chocolate"
Ethiopia Uraga Suke - Natural,liked,Pour Over,This is a very nice light milk chocolatey cup with a pleasant blackberry forward presence and clean orange acidity,02/14/2026,"Blackberry, Orange, Milk Chocolate"
Ethiopia Uraga Suke - Natural,liked,Pour Over,Such a fruity blast of flavor! This roast is a straight dub of complexity.,02/04/2026,"Blackberry, Orange, Milk Chocolate"
Decaf Colombia Excelso,liked,Espresso Machine,,11/29/2025,
Decaf Colombia Excelso,disliked,Espresso Machine,Seemed bitter,06/28/2022,
"Kayon Mountain, Guji Ethiopia - Natural",liked,Drip,,11/18/2025,"Berry, Cola, Jasmine"
"Kayon Mountain, Guji Ethiopia - Natural",liked,Pour Over,"has some great notes of chocolate and fruit. It makes a very good pour-over and a good drip, Also blends well with a Columbian decaf for a great half-caf.",07/11/2024,"Berry, Cola, Jasmine"
Deco Decaf Blend,liked,French Press,,01/16/2025,"Chocolate, Prune, Graham Cracker"
Deco Decaf Blend,liked,French Press,,07/21/2022,"Chocolate, Prune, Graham Cracker"
Peru Chirinos,liked,Pour Over,Very good!,04/27/2025,"Plum, Almond"
Momma Bear 50/50 Decaf-Regular Blend,disliked,,"this order but it was for the wrong size and I was CHARGED for the MUCH LARGER bag. I received and was charged for an 80oz bag($100) , but I ordered a 12oz bag which cost was no more than $25. Please refund my money because I DID NOT order a bag so larger. I ordered and should be charged for the 12oz ONLY!",12/14/2023,"Chocolate, Marshmallow"
Half Calf,disliked,Pour Over,Flat coffee. Not the top decaf for a light to medium roast,03/23/2022,"Chocolate, Toffee, Almond"
Trail Breaker,liked,Drip,"oily, which in my opinion means extra flavor added to your cup! Next time I'm going to use a wire filter to keep some extra oils into the brew. Dark roast, yes! Hint of smoke, yes! C.A.M.P.F.I.R.E.S.O.N.G vibes all around.",06/22/2025,"Smoke, Dark Chocolate"
Colombia - Bourbon Sidra - Washed,disliked,Pour Over,"not brew like a light roast. Lots of foam, fast drawdown. Have tried a couple different techniques (Rao, Hoffman) and grind sizes on v60 and switch and just cant seem to get a good profile. Its pretty flat with an almost soapy finish.",01/31/2026,"Cherry, Cola, Almond, Butter, Milk Chocolate"
Colombia - Bourbon Sidra - Washed,disliked,"Espresso, V60, and aeropress",Used 3 different brew methods for this coffee trying to unlock the roaster’s flavor notes. Used the proper water and grind size for each specific brew method AND……….flavor has been the same…..muted and tart. Will give it another day or two to settle to see if I get different results.,01/04/2026,"Cherry, Cola, Almond, Butter, Milk Chocolate"
