product_name,sentiment,brewing_method,review_text,date,tasting_notes
Sweetheart Single Origin Espresso Rotation,liked,Espresso Machine,"the first time I have found an amazing roast that suits my palate, when. The citrus notes bring such a lovely airy and refreshing flavor, the light sweetness on the aftertaste makes my mouth water after every sip. I will be ordering as much as I can. This was a delightful bean",06/30/2025,"Berry, Chocolate"
Sweetheart Single Origin Espresso Rotation,liked,Espresso Machine,"notes definitely come through. Usually I’m terrible at finding the flavor profile of my coffee but this one was obvious from the first sip. I usually go for a bolder or darker coffee since I like making lattes, but this one worked great as a latte or as a single espresso shot.",04/16/2025,"Berry, Chocolate"
Sweetheart Single Origin Espresso Rotation,liked,Espresso Machine,,04/01/2024,"Berry, Chocolate"
Sweetheart Single Origin Espresso Rotation,disliked,"Chemex, Aeropress, Clever Dripper",Kinda fell flat for me. Good not great light roast.,11/16/2022,"Berry, Chocolate"
Sweetheart Single Origin Espresso Rotation,liked,Pour Over,"this as straight coffee over espresso. I still have mixed feelings about bright zingy espressos, but I do enjoy the berry notes as simply coffee.",07/26/2022,"Berry, Chocolate"
Sweetheart Single Origin Espresso Rotation,liked,Espresso Machine,,07/06/2022,"Berry, Chocolate"
Sweetheart Single Origin Espresso Rotation,liked,Espresso Machine,Great single origin espresso! More traditional profile as 1:2 ratio but pulling lungo brings the berry notes.,06/09/2022,"Berry, Chocolate"
Sweetheart Single Origin Espresso Rotation,liked,Espresso Machine,,05/31/2022,"Berry, Chocolate"
Sweetheart Single Origin Espresso Rotation,liked,Drip,So so good!,03/16/2022,"Berry, Chocolate"
Fremont,disliked,Espresso Machine,"packaging, great aroma, just didn’t have strong enough flavor for me. I tried adjusting the espresso settings, just not flavorful enough.",10/07/2025,"Tea, Pear, Almond"
Fremont,liked,Pour Over,Delicious. Aromas really came through. Was a little sour when the coffee got cold but that was likely my fault.,09/12/2023,"Tea, Pear, Almond"
Fremont,disliked,Espresso Machine,Something with this coffee gave me a tummy ache lol,07/27/2023,"Tea, Pear, Almond"
Fremont,liked,Pour Over,,05/23/2023,"Tea, Pear, Almond"
Fremont,liked,Drip,,05/23/2023,"Tea, Pear, Almond"
Fremont,disliked,Pour Over,,04/08/2023,"Tea, Pear, Almond"
Fremont,liked,Drip,"their flagship dark roast. Smooth and clean. The other one that every one likes here, you should get a free t shirt if you can handle the bitterness. #freefremont 😆",01/23/2023,"Tea, Pear, Almond"
Fremont,liked,Moccamaster,,12/15/2022,"Tea, Pear, Almond"
Fremont,disliked,Drip,,10/24/2022,"Tea, Pear, Almond"
Fremont,liked,Pour Over,"bag after being blown away from the quality of the Diablo beans....this roaster is creating spectacular brews for me. For this bag, I found that 18:1 was perfect for me (usually 16.5:1 is my go to). Because of Larado's unmatched quality, I will be happily exploring more of their offerings.",08/06/2022,"Tea, Pear, Almond"
Fremont,liked,French Press,Just a simple but really nice and smooth cup of coffee. One of my favorite bags I've ever received,07/28/2022,"Tea, Pear, Almond"
Fremont,disliked,Pour Over,Too dark,06/06/2022,"Tea, Pear, Almond"
Fremont,disliked,Drip,tastes burnt,05/23/2022,"Tea, Pear, Almond"
Fremont,liked,Superautomatic Espresso Machine,"Very complex flavors, on the sweeter side than earthy, makes a truly amazing iced latte. Photos:",05/02/2022,"Tea, Pear, Almond"
Fremont,disliked,Drip,It messed up my husband stomach,03/13/2022,"Tea, Pear, Almond"
Skyline Espresso,liked,Espresso Machine,"Good flavor. Good amount of crema. Lots of caffeine, I’m shaking after one espresso",01/29/2026,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Espresso Machine,,04/29/2025,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Espresso Machine,,01/04/2025,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Espresso Machine,,07/14/2024,"Cherry, Shortbread, Vanilla"
Skyline Espresso,disliked,Espresso Machine,,06/15/2024,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Pour Over,Makes a good pour over too.,04/01/2024,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Espresso Machine,,11/03/2022,"Cherry, Shortbread, Vanilla"
Skyline Espresso,disliked,Espresso Machine,Great with milk,10/23/2022,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Espresso Machine,,09/04/2022,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Espresso Machine,,07/04/2022,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Espresso Machine,,05/07/2022,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Espresso Machine,,05/03/2022,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Espresso Machine,was great,04/25/2022,"Cherry, Shortbread, Vanilla"
Skyline Espresso,disliked,Espresso Machine,Decent,03/11/2022,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Espresso Machine,,03/08/2022,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Espresso Machine,Tasty!,03/06/2022,"Cherry, Shortbread, Vanilla"
Skyline Espresso,liked,Espresso Machine,Great flavor,03/05/2022,"Cherry, Shortbread, Vanilla"
Ethiopia - Ardi - Natural,disliked,Drip,"Harsh, bitter with an unpleasant funk. Not a great natural imo.",09/15/2025,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Pour Over,has an unpleasant bitter finish. i did not get any of the flavor profiles they claimed. i wish i could get my money back.,08/26/2025,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Pour Over,"know if we just got a bad batch or what, but it was just really harsh and basic tasting. It tasted more like the slightly higher end supermarket coffee you could get off the shelf, rather than high-end, freshly roasted coffee. I may try it again at some point just in case it was just a bad batch, but it really tasted like sort of coffee that used to be made well but then the roaster decided to switch to doing giant batches, ultimately creating an inferior product.",12/10/2024,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Pour Over,Big fan!,08/21/2024,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Pour Over,,07/07/2024,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Drip,"(I feel bad giving it a dislike). Maybe it's just not a good batch, but it's so understated that I'm not really getting much out of it.",04/22/2024,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,French Press,,06/29/2023,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Drip,,04/27/2023,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,"Chemex, Aeropress, Clever Dripper","Mmmmm... bright. A bit inconsistent on how good each cup is, but that's probably a me problem.",11/16/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Superautomatic Espresso Machine,,10/24/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Pour Over,This is a wonderful blend of smooth flavors with no acidity to speak of. This is why I love black coffee.,09/25/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Aeropress,"Good coffee, however, not as much traditional Ethiopian notes as the Revel variety.",09/07/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Aeropress,,07/17/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Drip,,07/14/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Pour Over,,07/13/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Drip,"Really sweet smelling, great light roast",07/12/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Drip,,07/10/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Drip,dislike the coffee it was just not super exciting. as a drip coffee it was a bit acidic but it was so balanced no flavors jumped out. as espresso it was a bit apple like and choclatey,07/06/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Espresso Machine,Delicious!,06/22/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Pour Over,"Fruity and chocolaty, with a full body and balanced acidity.",06/08/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Drip,Very flavorful with a nice berry sweetness. Delicious.,05/28/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Pour Over,Delicious,05/28/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Pour Over,Gave me heartburn.,05/24/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Pour Over,"This is legit one of the best coffees I've ever had. Tastes like blueberries, it's incredible.",05/18/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Drip,Just want a fan of the flavor.,05/18/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Superautomatic Espresso Machine,Flavor profile was delicious! Great for iced coffee.,05/16/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Espresso Machine,Nutty and fruity! Loved this one. Brewed with Flair and pour over. Both tasted great!,05/15/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Espresso Machine,Dose: 17g | Yield: 34g | 93C | Good as an americano | Longer extraction time of 40s or longer (finer grind),05/08/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Espresso Machine,"It was fine, just wasn’t as flavorful as I was hoping. 6/10",05/04/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Pour Over,Not super great,05/04/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Pour Over,Bland and no flavor. Really bad.,05/04/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Pour Over,Great balanced flavor. Definitely got to finer with the grind.,04/20/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,Aeropress,"I don't like the bright, floral flavors of Ethiopian beans add much as I once did.",04/16/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,disliked,French Press,"Very mild, not as much flavor as I would like. Would not order again.",04/07/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Pour Over,"overs using hario switch (sprometheus method), and is wonderful using Hoffman's standard aeropress recipe as well",03/16/2022,"Cocoa, Grape, Apple, Dark Cherry"
Ethiopia - Ardi - Natural,liked,Pour Over,"Nutty, sweet. Just delicious.",03/14/2022,"Cocoa, Grape, Apple, Dark Cherry"
Theo Blend,liked,Drip,haven't been disappointed yet by their coffee this made great espresso and drip,10/17/2022,"Dark Chocolate, Baking Spice, Dark Cherry"
Theo Blend,liked,French Press,"- 20g extra coarse grind, 205 degrees for 4 minutes Second cup - 18g extra coarse grind, 195 degrees for 4 minutes",08/28/2022,"Dark Chocolate, Baking Spice, Dark Cherry"
Theo Blend,disliked,Pour Over,Did not like the roast. Too dark.,06/13/2022,"Dark Chocolate, Baking Spice, Dark Cherry"
Theo Blend,disliked,Pour Over,Way too over roasted. Did not like.,06/05/2022,"Dark Chocolate, Baking Spice, Dark Cherry"
Theo Blend,liked,French Press,"Medium body, really round and mellow. Will order again",05/17/2022,"Dark Chocolate, Baking Spice, Dark Cherry"
Theo Blend,disliked,Drip,"This tastes watery compared to other coffees I have gotten. The brew method, grind, filter, etc. is all the same.",04/07/2022,"Dark Chocolate, Baking Spice, Dark Cherry"
Theo Blend,disliked,Drip,Too dark for my tastes,03/14/2022,"Dark Chocolate, Baking Spice, Dark Cherry"
Theo Blend,liked,Superautomatic Espresso Machine,"Distinct dark chocolate flavor, smells great. Strong, but not bitter, very smooth",03/07/2022,"Dark Chocolate, Baking Spice, Dark Cherry"
Old School - Seasonal Espresso,disliked,Espresso Machine,Terrible. It has a strange smell and taste. I cannot pull a good shot from it no matter what I try.,11/09/2025,"Almond, Dark Chocolate"
Old School - Seasonal Espresso,liked,Espresso Machine,,09/29/2025,"Almond, Dark Chocolate"
Old School - Seasonal Espresso,liked,Pour Over,"Delicious with some oat milk! Very robust, nutty flavor without being too dark.",03/14/2025,"Almond, Dark Chocolate"
Old School - Seasonal Espresso,liked,Pour Over,"Proper medium roast. Clean, nutty, caramel, chocolate",02/22/2025,"Almond, Dark Chocolate"
Old School - Seasonal Espresso,liked,Espresso Machine,,07/31/2024,"Almond, Dark Chocolate"
Old School - Seasonal Espresso,liked,Espresso Machine,Loved the flavor profile of this coffee,05/10/2022,"Almond, Dark Chocolate"
Old School - Seasonal Espresso,liked,Espresso Machine,,04/03/2022,"Almond, Dark Chocolate"
Old School - Seasonal Espresso,disliked,Espresso Machine,It does not taste good.,03/26/2022,"Almond, Dark Chocolate"
Old School - Seasonal Espresso,liked,Espresso Machine,So far my favorite for my espresso machine. Flavor is clean and not harsh.,06/19/2021,"Almond, Dark Chocolate"
Dark Side of the Moon,liked,Pour Over,Excellent! Bold and tasty. Highly recommend.,07/24/2023,"Dark Chocolate, Blueberry"
Dark Side of the Moon,liked,Aeropress,,06/29/2023,"Dark Chocolate, Blueberry"
Dark Side of the Moon,liked,Pour Over,,09/08/2022,"Dark Chocolate, Blueberry"
Dark Side of the Moon,disliked,Pour Over,one good cup of coffee out of this. It produced way too much fines. I guess that’s normal for Ethiopian coffee but I was not aware of that. I’m sure it’s still delicious if made right but I could not dial it in through the whole 12 ounce bag,07/25/2022,"Dark Chocolate, Blueberry"
Dark Side of the Moon,liked,Drip,,07/19/2022,"Dark Chocolate, Blueberry"
Dark Side of the Moon,liked,Pour Over,"my favorite coffee from Bottomless. I absolutely love the flavor profile and it has a nice dark roast robust flavor as well, which is what I like. I've done both French Press and Pour Over and it is great both ways.",06/03/2022,"Dark Chocolate, Blueberry"
Dark Side of the Moon,liked,French Press,"Amazing! Full bodied, smooth.",05/07/2022,"Dark Chocolate, Blueberry"
Dark Side of the Moon,liked,French Press,,05/04/2022,"Dark Chocolate, Blueberry"
Dark Side of the Moon,liked,Drip,Just ok,04/18/2022,"Dark Chocolate, Blueberry"
Dark Side of the Moon,liked,Percolator and french press,Very solid coffee,04/14/2022,"Dark Chocolate, Blueberry"
Dark Side of the Moon,liked,Espresso Machine,,04/11/2022,"Dark Chocolate, Blueberry"
Bistro Blend,liked,Drip,"a fan of medium or light roasts. However, this medium was well done and made for a tasty cuppa without all the typical floral and perfumy notes of light or mild roasts. In spite of the amount of sweetener in my wife’s cup, she still caught the coffee flavor. I use little sweetener, so all the typical coffee flavor came through.",06/18/2025,"Chocolate, Almond, Caramel"
Bistro Blend,liked,Pour Over,"Great medium roast, no off flavors",05/23/2022,"Chocolate, Almond, Caramel"
Bistro Blend,liked,Drip,Fantastic brew! One of the best I’ve had.,05/08/2022,"Chocolate, Almond, Caramel"
Bistro Blend,disliked,Drip,I didn’t love the taste.,03/13/2022,"Chocolate, Almond, Caramel"
Bistro Blend,liked,Espresso Machine,"a fan of medium or light roasts. However, this medium was well done and made for a tasty cuppa without all the typical floral and perfumy notes of light or mild roasts. In spite of the amount of sweetener in my wife’s cup, she still caught the coffee flavor. I use little sweetener, so all the typical coffee flavor came through.",03/08/2022,"Chocolate, Almond, Caramel"
Milk Money - Seasonal Espresso,disliked,Espresso Machine,These beans feel like they're missing the middle part of the flavor and feel. Not sure how else to describe it.,07/03/2025,Cacao
Milk Money - Seasonal Espresso,disliked,Espresso Machine,,05/28/2025,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,Great! Delicious and grinds perfectly.,05/18/2025,Cacao
Milk Money - Seasonal Espresso,liked,Aeropress,One of my favorite-ever coffees!,03/17/2025,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,"however leaves sour taste on tongue. Will finish the coffee, but not likely to order this seasonal Milk Money again:(",02/22/2025,Cacao
Milk Money - Seasonal Espresso,liked,Drip,,02/10/2025,Cacao
Milk Money - Seasonal Espresso,liked,Superautomatic Espresso Machine,I enjoyed this one quite a bit. Definitely will buy it again in my queue.,02/09/2025,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,,01/06/2025,Cacao
Milk Money - Seasonal Espresso,disliked,Espresso Machine,,03/15/2024,Cacao
Milk Money - Seasonal Espresso,liked,Aeropress,"Love this one! Smooth, rich, chocolatey flavor.",03/09/2024,Cacao
Milk Money - Seasonal Espresso,liked,Cold Brew,,10/23/2023,Cacao
Milk Money - Seasonal Espresso,disliked,Espresso Machine,"Performs ABSOLUTELY POORLY on espresso, do not use this for espresso. It doesn’t form a crema and it’s super thin.",08/17/2023,Cacao
Milk Money - Seasonal Espresso,disliked,Espresso Machine,smells absolutely delicious but it is just a little too light of a roast for espresso in my opinion. Would probably be really nice for pour over.,03/24/2023,Cacao
Milk Money - Seasonal Espresso,liked,Pour Over,"I love the deep, bold flavor! I will definitely be ordering again! I love this!",03/15/2023,Cacao
Milk Money - Seasonal Espresso,disliked,Espresso Machine,Lacks the complexity I prefer ... very much a single note flavor. And I'm using a conical burr hand grinder.,03/02/2023,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,,12/21/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,"loved this blend. It is pleasant with milk and without milk. I loved the flavor of it, this would be a go to blend to go back to again.",12/19/2022,Cacao
Milk Money - Seasonal Espresso,liked,Superautomatic Espresso Machine,"what a great daily driver. Full bodied, well balanced, and chocolate for days on the finish. This one is definitely going to be a regular part of my rotation. Stamp Act really nailed this blend.",08/23/2022,Cacao
Milk Money - Seasonal Espresso,disliked,Espresso Machine,It was ok. I didn't get much crema out of it and it was a little bitter for my taste.,08/02/2022,Cacao
Milk Money - Seasonal Espresso,liked,Pour Over,,07/28/2022,Cacao
Milk Money - Seasonal Espresso,liked,Superautomatic Espresso Machine,,07/27/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,,07/26/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,,07/24/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,,07/23/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,"This espresso was exceptional. Smooth, delicious, nutty & creamy.",07/18/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,,07/10/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,,07/07/2022,Cacao
Milk Money - Seasonal Espresso,disliked,Superautomatic Espresso Machine,"date was 1 month old, not what I'm used to getting on bottomless. If you like strong cocao notes, this might become your favorite.",07/06/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,coffee so far. The taste is just perfect for your everyday espresso. Im trying to give other coffees a chance but this one wins my heart every time,07/05/2022,Cacao
Milk Money - Seasonal Espresso,disliked,Aeropress,Tried aero press and French press: light coffee but very caffeinated,06/29/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,The best coffee I've received yet out of like 20 orders,06/29/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,"Great depth of flavor, makes for a really easy drinking espresso!",06/24/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,"Very well balanced, perfect for iced and hot lattes or straight shots",06/19/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,Really good! Came out smooth and chocolaty,06/19/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,I like iy,06/15/2022,Cacao
Milk Money - Seasonal Espresso,disliked,Espresso Machine,,06/13/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,"Rich and full bodied, Almost as a sweetness to it. Always great",05/09/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,One of the best shots I have ever made on my Rocket Appartamento!!,05/05/2022,Cacao
Milk Money - Seasonal Espresso,disliked,Drip,too heavy....also didn't notice it was meant for espresso :(,04/20/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,"did enjoy this coffee as it was very creamy and chocolate tasting, it is a light-medium roast which is too light a roast for me. My grinder isn’t suited to grind such a light roasted and dense bean so beware of that. If you have a good grinder that will grind dense light roast absolutely give this a try it is excellent.",04/17/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,This is my favorite.,04/16/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,,04/10/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,"Velvety texture, good cocoa notes, goes very well with milk",04/09/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,Just a wonderful blend. Good for an all day/time of day drink.,04/07/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,Solid coffee with milk. Sweet taste when dialed correctly,03/21/2022,Cacao
Milk Money - Seasonal Espresso,liked,Espresso Machine,,03/18/2022,Cacao
Songbird Blend,liked,French Press,Very nice. Tasty,06/19/2025,"Vanilla, Dark Chocolate, Milk Chocolate"
Songbird Blend,liked,Drip,,09/03/2024,"Vanilla, Dark Chocolate, Milk Chocolate"
Songbird Blend,liked,French Press,"this coffee. It is the perfect blend between medium and dark roast. Makes a great cup every time. I drink one cup of coffee a day and it needs to be good or my day goes sideways, Songbird always delivers!",05/29/2024,"Vanilla, Dark Chocolate, Milk Chocolate"
Songbird Blend,liked,Pour Over,"maybe 50 options as just fine, we finally found the medium/dark roast that my coffee super taster husband said he ""likes very much"" and we've locked in as our default! Very smooth, we love that the beans are oily. Low acid taste in our Chemex. It's a light/dark mix but definitely on the darker side of medium.",12/07/2023,"Vanilla, Dark Chocolate, Milk Chocolate"
Songbird Blend,disliked,Espresso Machine,Very oily. Don’t like it,06/07/2023,"Vanilla, Dark Chocolate, Milk Chocolate"
Songbird Blend,liked,Drip,This made an excellent drip coffee and espresso both were bold but drinkable,09/28/2022,"Vanilla, Dark Chocolate, Milk Chocolate"
Songbird Blend,liked,Aeropress,enjoyable - 7/10,06/22/2022,"Vanilla, Dark Chocolate, Milk Chocolate"
Songbird Blend,disliked,Drip,acidity taste,05/11/2022,"Vanilla, Dark Chocolate, Milk Chocolate"
Songbird Blend,liked,Espresso Machine,very nice chocolate & milk taste.,04/11/2022,"Vanilla, Dark Chocolate, Milk Chocolate"
Songbird Blend,disliked,French Press,"opposite of what I like, it smells like dark roast, the light/dark label is confusing, I like light/medium roast! Photos:",03/21/2022,"Vanilla, Dark Chocolate, Milk Chocolate"
Cafe Carmelita,liked,Moccamaster,"outstanding. The description for this coffee matches up with my tasting notes. It’s very buttery from beginning to end, with low bitterness. It reminds me of a light roast but with a full body. It almost tastes like hot chocolate milk. If you’re looking for a smooth, pleasant coffee in the morning, you won’t regret trying this one.",10/08/2025,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Delonghi coffee grounder/ maker,Was average can buy this taste from grocery store boring … Four Barrell is my go to choice from now on,03/21/2025,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Cold Brew,Very very bland as cold brew,02/16/2025,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Pour Over,Very sweet cup. Would need to brew as espresso to gain the depth of the brew intended.,10/18/2023,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Espresso Machine,,10/14/2023,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Espresso Machine,,05/30/2023,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Drip,"Brews a nice, strong cup! Not bitter, not too sweet.",02/13/2023,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Drip,One of the best coffee beans I've ever had! Smooth and creamy! Definitely will be getting again!,01/23/2023,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Drip,,11/01/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Pour Over,Good balanced coffee,09/18/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Drip,very mild coffee,09/14/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Moka Pot,Best flavor I’ve tried so far Sutton notes of chocolate makes my flat white taste amazing,08/08/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Pour Over,Hot chocolate-esque. Delicious and smooth. Tony's continues to not disappoint.,08/03/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Aeropress,,07/26/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Espresso Machine,,07/24/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Drip,,07/21/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,percolator,"was great, but if you are looking for ""punch"" you aren't going to get it from this coffee. I loved it because it was mild but also flavorful.",07/21/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Drip,,07/16/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Pour over and Espresso,Was overly bitter for me for both espressos and pour over. Probably could have tried different grind sizes for the pour over but didn't bother and just had it with milk instead of black.,07/16/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,French Press,,07/12/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,French Press,"Smooth, creamy and caramely, this is an easy our and an even easier sip.",07/11/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Pour Over,,07/07/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Drip,I loved This coffee. Will definitely get it again. Smooth and rich and flavorful. Easy to drink.,06/27/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Pour Over,,06/23/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Drip,Soft and pleasant. Strong caramel notes,06/20/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Drip,"Not for us, a tad bitter aftertaste. The search continues for our monthly bean.. :-(",06/19/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Drip,"best yet, smoooooth",06/14/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Espresso Machine,,06/03/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Drip,SO good! Very smooth.,05/28/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Espresso Machine,Delicious,05/27/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Drip,,05/12/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Pour Over,Not a bad set of beans but they are definitely oilier than others. Not really worth the price.,05/04/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Drip,"when I want a little bit more of that intense flavor instead of just the lighter notes on light roasts. I personally wouldn’t order this one again, only because I prefer a local roaster over this if I want that stronger note. That being said this is a very nice blend. All the beans I get from this roaster are always nice and fresh. Sometimes still very oily beans and those pots are very nice in flavor. And the inside of the bags are my absolute favorite thing to stare at while my beans grind.",05/01/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,French Press,I could smell the coffee through the box it came in. It made my wife sad she’d given up caffeine. Delicious!,04/15/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Espresso Machine,I did not like this at all. There was a weird taste to it that I can’t explain.,04/15/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Drip,Very basic. Even for the price not worth it.,04/11/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,liked,Pour Over,Really dig it,04/07/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Drip,,04/04/2022,"Cocoa, Caramel, Butter"
Cafe Carmelita,disliked,Espresso Machine,Much closer to dark roast then to medium,03/31/2022,"Cocoa, Caramel, Butter"
